img,label
"[[[ 84  29  52]
  [ 88  33  56]
  [ 94  40  63]
  ...
  [ 85  41  28]
  [ 76  33  26]
  [ 77  34  28]]

 [[ 65  15  40]
  [ 66  16  41]
  [ 66  18  42]
  ...
  [140 107  90]
  [132  99  84]
  [113  80  65]]

 [[ 51  15  41]
  [ 50  14  40]
  [ 52  13  42]
  ...
  [136 122  95]
  [134 119  90]
  [134 117  87]]

 ...

 [[120  57 127]
  [119  58 125]
  [117  61 126]
  ...
  [224 174 141]
  [219 168 139]
  [214 165 135]]

 [[119  57 124]
  [122  62 126]
  [119  65 127]
  ...
  [237 187 154]
  [226 179 149]
  [220 173 143]]

 [[122  60 125]
  [122  63 127]
  [120  66 126]
  ...
  [241 192 159]
  [236 189 159]
  [230 185 154]]]",11
"[[[185 187 182]
  [164 166 161]
  [155 157 152]
  ...
  [190 190 192]
  [121 121 123]
  [ 54  54  56]]

 [[117 120 113]
  [122 125 118]
  [123 126 119]
  ...
  [202 202 204]
  [129 129 131]
  [ 58  58  60]]

 [[ 81  82  74]
  [110 111 103]
  [126 127 119]
  ...
  [217 219 218]
  [176 178 177]
  [185 187 186]]

 ...

 [[220 204 204]
  [226 212 212]
  [131 119 121]
  ...
  [ 72  44  30]
  [ 70  42  31]
  [ 63  34  28]]

 [[231 220 224]
  [180 169 175]
  [ 94  83  91]
  ...
  [ 74  43  25]
  [ 75  43  30]
  [ 61  29  18]]

 [[205 196 201]
  [134 124 132]
  [ 82  72  83]
  ...
  [ 73  42  24]
  [ 82  49  34]
  [ 63  29  17]]]",89
"[[[  6   4   5]
  [  6   4   5]
  [  6   4   5]
  ...
  [  6   4   5]
  [  6   5   3]
  [  5   4   2]]

 [[  6   4   5]
  [  6   4   5]
  [  6   4   5]
  ...
  [  7   5   6]
  [  7   6   4]
  [  6   5   3]]

 [[  6   4   5]
  [  7   5   6]
  [  7   5   6]
  ...
  [  6   4   5]
  [  5   3   4]
  [  6   4   5]]

 ...

 [[132 150 154]
  [173 191 195]
  [172 190 194]
  ...
  [162 183 184]
  [174 193 197]
  [142 161 165]]

 [[161 180 187]
  [172 191 198]
  [170 189 195]
  ...
  [154 175 176]
  [144 163 167]
  [140 159 165]]

 [[181 201 210]
  [159 179 188]
  [168 187 194]
  ...
  [147 168 169]
  [139 158 162]
  [143 162 168]]]",20
"[[[252 253 245]
  [252 253 245]
  [252 253 245]
  ...
  [250 253 246]
  [250 253 246]
  [250 253 246]]

 [[252 253 245]
  [252 253 245]
  [252 253 245]
  ...
  [250 253 246]
  [250 253 246]
  [250 253 246]]

 [[252 253 245]
  [252 253 245]
  [252 253 245]
  ...
  [248 253 246]
  [248 253 246]
  [248 253 246]]

 ...

 [[ 15  15  15]
  [ 16  16  16]
  [ 16  16  16]
  ...
  [176 143 124]
  [177 149 135]
  [128 104  92]]

 [[ 15  15  15]
  [ 15  15  15]
  [ 15  15  15]
  ...
  [126  87  70]
  [125  91  81]
  [114  84  76]]

 [[ 15  15  15]
  [ 14  14  14]
  [ 14  14  14]
  ...
  [ 76  33  17]
  [ 66  29  21]
  [ 73  40  35]]]",49
"[[[249 156 201]
  [243 151 192]
  [237 141 179]
  ...
  [216 140 168]
  [201 133 154]
  [189 128 143]]

 [[246 151 195]
  [242 147 187]
  [236 142 178]
  ...
  [214 140 167]
  [202 137 157]
  [192 131 146]]

 [[245 147 186]
  [239 143 180]
  [230 139 174]
  ...
  [210 142 167]
  [205 142 161]
  [197 139 154]]

 ...

 [[ 22 130 156]
  [ 25 121 143]
  [ 82 150 169]
  ...
  [ 43 137 149]
  [ 44 122 142]
  [ 51 123 145]]

 [[ 22 133 150]
  [ 32 129 145]
  [ 89 161 173]
  ...
  [ 69 145 158]
  [ 81 153 165]
  [ 59 127 140]]

 [[ 19 131 143]
  [ 30 131 141]
  [108 181 190]
  ...
  [ 93 161 172]
  [ 92 159 168]
  [ 93 160 169]]]",25
"[[[152 165 173]
  [153 166 174]
  [152 167 172]
  ...
  [109 108 103]
  [103 104  96]
  [ 95  96  88]]

 [[150 163 172]
  [152 165 173]
  [152 167 174]
  ...
  [107 106 101]
  [103 102  97]
  [ 96  97  89]]

 [[149 163 174]
  [151 165 174]
  [155 169 178]
  ...
  [104 103  98]
  [101 100  95]
  [ 98  97  92]]

 ...

 [[ 94   9  28]
  [100   6  24]
  [120   8  22]
  ...
  [111  98 107]
  [107  95 105]
  [108  96 106]]

 [[104   6  21]
  [110   5  19]
  [122   8  18]
  ...
  [116  96 105]
  [111  94 104]
  [110  94 104]]

 [[114   9  23]
  [119  12  22]
  [131  15  24]
  ...
  [118  97 104]
  [114  94 103]
  [111  94 102]]]",54
"[[[58 49 42]
  [57 48 41]
  [55 48 40]
  ...
  [28 28 28]
  [26 24 27]
  [27 25 28]]

 [[57 52 46]
  [55 50 44]
  [53 50 43]
  ...
  [34 40 38]
  [32 36 35]
  [31 35 34]]

 [[60 65 58]
  [56 61 54]
  [57 62 56]
  ...
  [29 49 40]
  [30 47 39]
  [30 47 39]]

 ...

 [[36 24 28]
  [40 28 32]
  [38 26 30]
  ...
  [31 19 21]
  [33 18 23]
  [31 19 23]]

 [[43 23 25]
  [39 19 21]
  [41 23 23]
  ...
  [25 13 23]
  [33 20 30]
  [36 24 34]]

 [[47 22 25]
  [50 26 26]
  [45 24 23]
  ...
  [28 16 30]
  [22 10 22]
  [29 17 29]]]",86
"[[[ 57  60  53]
  [ 55  58  51]
  [ 50  53  46]
  ...
  [ 46  51  47]
  [ 31  37  33]
  [ 27  33  29]]

 [[ 47  50  43]
  [ 44  47  40]
  [ 43  46  39]
  ...
  [ 48  53  49]
  [ 35  41  37]
  [ 33  39  35]]

 [[ 38  41  34]
  [ 32  35  28]
  [ 35  38  31]
  ...
  [ 44  49  45]
  [ 35  40  36]
  [ 34  39  35]]

 ...

 [[162 158 181]
  [ 96  93 114]
  [ 39  36  57]
  ...
  [ 58  55  62]
  [ 57  54  61]
  [ 58  55  62]]

 [[154 149 172]
  [ 87  82 104]
  [ 42  37  59]
  ...
  [ 58  55  62]
  [ 58  55  62]
  [ 58  55  62]]

 [[151 146 169]
  [ 78  73  95]
  [ 38  33  55]
  ...
  [ 58  55  62]
  [ 58  55  62]
  [ 58  55  62]]]",53
"[[[ 53  41  19]
  [ 53  41  19]
  [ 55  40  21]
  ...
  [ 49  36  19]
  [ 52  37  18]
  [ 52  37  18]]

 [[ 48  36  14]
  [ 50  38  16]
  [ 52  39  20]
  ...
  [ 47  34  17]
  [ 51  36  17]
  [ 51  36  17]]

 [[ 43  32  12]
  [ 43  32  12]
  [ 42  31  13]
  ...
  [ 49  38  18]
  [ 51  38  19]
  [ 51  38  19]]

 ...

 [[165 167 180]
  [180 182 197]
  [183 184 204]
  ...
  [125 104 109]
  [137 116 121]
  [140 119 124]]

 [[167 167 179]
  [178 180 193]
  [185 186 204]
  ...
  [144 123 122]
  [146 125 124]
  [156 135 134]]

 [[183 183 193]
  [174 174 186]
  [180 181 199]
  ...
  [156 132 130]
  [160 136 134]
  [159 135 133]]]",51
"[[[106 115  60]
  [108 117  60]
  [108 117  60]
  ...
  [115 121  61]
  [116 119  62]
  [117 120  63]]

 [[104 113  58]
  [106 115  58]
  [108 118  58]
  ...
  [116 122  62]
  [118 121  64]
  [120 123  66]]

 [[106 114  57]
  [105 113  54]
  [106 114  55]
  ...
  [115 121  61]
  [117 123  63]
  [119 125  65]]

 ...

 [[223 159  27]
  [201 139   4]
  [218 156  19]
  ...
  [117  84  31]
  [ 65  38   0]
  [ 56  32   0]]

 [[218 152  12]
  [222 159  18]
  [211 148   9]
  ...
  [165 118  26]
  [187 145  45]
  [186 149  43]]

 [[214 149   5]
  [224 159  17]
  [225 162  21]
  ...
  [225 169  58]
  [213 165  39]
  [214 170  35]]]",46
"[[[229 219 209]
  [232 222 210]
  [236 224 212]
  ...
  [ 45  35  33]
  [ 26  24  25]
  [ 23  24  28]]

 [[233 223 214]
  [233 223 213]
  [232 222 210]
  ...
  [ 41  33  30]
  [ 35  34  32]
  [ 27  29  28]]

 [[209 200 193]
  [227 218 209]
  [231 221 209]
  ...
  [ 31  28  23]
  [ 40  41  35]
  [ 33  36  29]]

 ...

 [[104  68  36]
  [140 104  72]
  [177 138 107]
  ...
  [160 147 138]
  [145 128 120]
  [116  97  90]]

 [[190 142 104]
  [232 184 146]
  [233 185 149]
  ...
  [173 159 150]
  [164 145 138]
  [150 130 123]]

 [[221 168 126]
  [236 183 141]
  [235 181 143]
  ...
  [168 154 145]
  [172 153 146]
  [162 142 135]]]",23
"[[[114 130 153]
  [111 131 156]
  [107 130 161]
  ...
  [214 166 154]
  [208 170 159]
  [203 171 158]]

 [[111 129 153]
  [110 132 156]
  [107 134 164]
  ...
  [215 167 157]
  [210 172 161]
  [207 173 163]]

 [[106 130 154]
  [107 135 159]
  [107 138 167]
  ...
  [210 163 155]
  [207 166 160]
  [207 168 163]]

 ...

 [[219 168 187]
  [220 171 190]
  [221 174 192]
  ...
  [247  59  74]
  [242  44  61]
  [243  40  59]]

 [[228 181 199]
  [228 184 201]
  [229 186 203]
  ...
  [255  64  79]
  [252  51  69]
  [246  40  60]]

 [[238 194 211]
  [237 194 211]
  [238 197 213]
  ...
  [255  66  81]
  [255  55  73]
  [247  41  61]]]",34
"[[[ 17  13  12]
  [ 18  14  11]
  [ 21  16  10]
  ...
  [ 15  15  23]
  [ 16  16  28]
  [ 16  16  28]]

 [[ 26  21  17]
  [ 26  21  15]
  [ 28  24  13]
  ...
  [ 20  21  26]
  [ 20  20  28]
  [ 20  20  28]]

 [[ 35  29  17]
  [ 36  30  16]
  [ 38  32  16]
  ...
  [ 25  25  23]
  [ 24  24  24]
  [ 24  24  26]]

 ...

 [[251 221  13]
  [246 215  10]
  [246 215  13]
  ...
  [206 181  39]
  [215 190  25]
  [234 209  31]]

 [[239 216  16]
  [246 220  19]
  [244 215  13]
  ...
  [203 169  18]
  [222 195  26]
  [225 203  22]]

 [[230 211  13]
  [245 221  23]
  [243 214  12]
  ...
  [195 159   3]
  [223 195  25]
  [228 206  25]]]",46
"[[[ 43  27  53]
  [ 42  26  52]
  [ 42  26  52]
  ...
  [ 98  86 150]
  [ 97  85 147]
  [ 97  86 146]]

 [[ 43  27  53]
  [ 41  25  51]
  [ 40  24  50]
  ...
  [ 97  85 149]
  [ 97  85 147]
  [ 97  86 146]]

 [[ 41  25  51]
  [ 40  24  50]
  [ 39  23  49]
  ...
  [ 96  84 148]
  [ 97  85 147]
  [ 97  86 146]]

 ...

 [[  4   4   4]
  [  5   5   5]
  [  4   4   4]
  ...
  [ 26  29  36]
  [ 27  30  37]
  [ 26  31  37]]

 [[  4   4   4]
  [  4   4   4]
  [  5   3   4]
  ...
  [ 27  30  37]
  [ 27  30  37]
  [ 26  31  35]]

 [[  3   3   3]
  [  2   2   2]
  [  3   1   2]
  ...
  [ 29  32  39]
  [ 28  31  38]
  [ 27  32  36]]]",49
"[[[  0   1   0]
  [  0   1   0]
  [  1   0   0]
  ...
  [  3   0   0]
  [  1   0   0]
  [  1   0   0]]

 [[  0   1   0]
  [  0   1   0]
  [  0   0   0]
  ...
  [  1   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   1   0]
  [  0   1   0]
  [  0   1   0]
  ...
  [  0   1   0]
  [  0   1   2]
  [  0   1   0]]

 ...

 [[106  71 113]
  [105  70 112]
  [105  68 111]
  ...
  [ 54  43  39]
  [ 60  47  38]
  [ 62  50  36]]

 [[112  71 113]
  [111  70 112]
  [110  69 111]
  ...
  [ 57  46  40]
  [ 59  47  33]
  [ 55  43  27]]

 [[116  73 116]
  [114  71 114]
  [113  70 113]
  ...
  [ 51  41  32]
  [ 57  45  31]
  [ 58  47  29]]]",41
"[[[205 218 237]
  [210 223 240]
  [210 222 236]
  ...
  [155 148 155]
  [ 99  87  99]
  [ 71  59  71]]

 [[207 220 237]
  [210 223 239]
  [210 222 236]
  ...
  [124 114 123]
  [140 128 140]
  [ 59  47  59]]

 [[211 224 240]
  [213 227 240]
  [213 225 237]
  ...
  [114 103 117]
  [141 129 143]
  [ 85  73  87]]

 ...

 [[227 188 171]
  [225 188 170]
  [223 186 168]
  ...
  [137  95  99]
  [118  80  91]
  [115  81  95]]

 [[229 192 174]
  [229 194 175]
  [226 191 172]
  ...
  [164 113 109]
  [148 100  98]
  [130  84  84]]

 [[228 193 174]
  [231 196 177]
  [226 193 174]
  ...
  [168 111 102]
  [160 107  99]
  [139  89  80]]]",23
"[[[104  29   8]
  [108  32   9]
  [112  32   9]
  ...
  [105  38  11]
  [107  35  13]
  [108  33  12]]

 [[107  30  10]
  [109  33  10]
  [113  33  10]
  ...
  [105  38  11]
  [108  36  12]
  [109  34  13]]

 [[110  32  12]
  [111  33  11]
  [114  34  11]
  ...
  [108  38  12]
  [111  36  13]
  [110  34  11]]

 ...

 [[ 61  59  64]
  [ 66  64  69]
  [ 64  62  67]
  ...
  [ 56  56  66]
  [ 52  52  62]
  [ 49  49  59]]

 [[ 69  67  72]
  [ 71  69  74]
  [ 47  45  48]
  ...
  [ 53  53  63]
  [ 55  58  67]
  [ 50  53  62]]

 [[ 79  77  82]
  [ 53  51  56]
  [ 44  42  45]
  ...
  [ 49  49  59]
  [ 61  64  73]
  [ 46  49  58]]]",120
"[[[126 118  56]
  [131 122  63]
  [134 123  67]
  ...
  [194 179 122]
  [210 191 135]
  [189 170 112]]

 [[113 104  45]
  [112 103  44]
  [116 105  49]
  ...
  [158 146  96]
  [165 152 100]
  [164 151  99]]

 [[117 108  51]
  [118 109  52]
  [124 113  59]
  ...
  [179 174 136]
  [190 185 147]
  [183 178 140]]

 ...

 [[249 178 150]
  [246 179 152]
  [237 175 150]
  ...
  [211 140 110]
  [214 145 114]
  [225 159 127]]

 [[242 168 141]
  [241 171 145]
  [223 162 141]
  ...
  [202 136 102]
  [206 140 108]
  [207 142 110]]

 [[247 171 145]
  [234 164 139]
  [219 161 139]
  ...
  [209 143 109]
  [200 135 103]
  [208 143 111]]]",125
"[[[ 40  39  47]
  [ 40  39  47]
  [ 43  40  47]
  ...
  [ 74  63  71]
  [ 74  63  71]
  [ 73  62  70]]

 [[ 40  39  47]
  [ 41  40  48]
  [ 43  40  47]
  ...
  [ 77  66  74]
  [ 77  66  74]
  [ 76  65  73]]

 [[ 41  40  48]
  [ 42  41  49]
  [ 44  41  48]
  ...
  [ 78  68  76]
  [ 79  69  77]
  [ 79  69  77]]

 ...

 [[  7  14  33]
  [ 12  19  38]
  [ 27  32  54]
  ...
  [151  52  29]
  [232 146 113]
  [249 170 131]]

 [[  7  15  36]
  [ 20  28  49]
  [ 32  38  62]
  ...
  [183  72  55]
  [167  62  41]
  [255 156 132]]

 [[ 15  23  44]
  [ 26  34  55]
  [ 28  34  58]
  ...
  [188  67  56]
  [169  56  40]
  [219 108  91]]]",121
"[[[143 100  81]
  [141 100  80]
  [137 101  79]
  ...
  [138 102  78]
  [133 103  77]
  [126  99  70]]

 [[144 103  83]
  [140 102  79]
  [137 101  79]
  ...
  [135  99  77]
  [131 101  75]
  [127 100  71]]

 [[143 105  82]
  [140 104  78]
  [137 103  78]
  ...
  [133  98  76]
  [132 102  76]
  [129 102  75]]

 ...

 [[ 41  30  36]
  [ 40  29  35]
  [ 40  29  33]
  ...
  [ 30  32  45]
  [ 31  31  43]
  [ 31  31  43]]

 [[ 56  40  41]
  [ 64  48  49]
  [ 70  52  52]
  ...
  [ 31  33  46]
  [ 33  33  45]
  [ 32  32  44]]

 [[ 76  58  58]
  [ 94  74  73]
  [104  83  80]
  ...
  [ 31  33  46]
  [ 34  33  47]
  [ 33  33  45]]]",72
"[[[  0  54 119]
  [  4  54 115]
  [ 17  54 107]
  ...
  [219 223 222]
  [225 229 228]
  [223 227 226]]

 [[  1  52 115]
  [  8  54 113]
  [ 17  53 103]
  ...
  [215 219 218]
  [217 221 220]
  [211 215 214]]

 [[  8  54 113]
  [ 10  51 105]
  [ 39  70 116]
  ...
  [210 214 213]
  [217 219 218]
  [214 215 217]]

 ...

 [[ 39  47  58]
  [ 36  45  54]
  [ 34  43  52]
  ...
  [137 107  83]
  [117 104  85]
  [153 148 129]]

 [[ 37  46  55]
  [ 41  50  59]
  [ 38  45  55]
  ...
  [135 103  82]
  [103  88  69]
  [206 201 181]]

 [[ 34  43  50]
  [ 45  54  61]
  [ 45  49  61]
  ...
  [141 109  88]
  [168 153 134]
  [232 227 207]]]",120
"[[[13 11 14]
  [14 12 15]
  [25 19 23]
  ...
  [16 14 19]
  [15 13 18]
  [13 11 16]]

 [[15 13 16]
  [11  9 12]
  [18 12 16]
  ...
  [16 14 19]
  [15 13 18]
  [14 12 17]]

 [[16 14 17]
  [12 10 13]
  [19 13 17]
  ...
  [15 13 18]
  [14 12 17]
  [13 11 16]]

 ...

 [[29 25 26]
  [ 6  4  7]
  [12 10 15]
  ...
  [22 36 63]
  [40 54 80]
  [41 57 80]]

 [[21 19 20]
  [13 11 14]
  [16 14 19]
  ...
  [24 40 66]
  [35 51 76]
  [36 54 78]]

 [[18 16 17]
  [14 12 15]
  [24 22 27]
  ...
  [30 46 72]
  [30 48 72]
  [35 53 77]]]",49
"[[[166 160 128]
  [157 152 123]
  [139 138 120]
  ...
  [129 122 112]
  [120 115 111]
  [125 121 120]]

 [[165 159 127]
  [153 148 119]
  [134 133 115]
  ...
  [137 133 122]
  [124 120 117]
  [116 115 113]]

 [[157 151 119]
  [148 143 114]
  [133 130 113]
  ...
  [113 113 105]
  [103 104  99]
  [102 102 100]]

 ...

 [[ 49  56  64]
  [ 53  60  68]
  [ 64  68  77]
  ...
  [148 154 166]
  [150 153 168]
  [155 158 173]]

 [[ 63  72  77]
  [ 73  82  87]
  [ 88  95 101]
  ...
  [139 147 160]
  [151 154 171]
  [169 170 188]]

 [[ 80  89  94]
  [ 93 102 107]
  [109 116 122]
  ...
  [145 153 166]
  [151 154 171]
  [176 177 195]]]",17
"[[[ 30  30  30]
  [ 32  32  32]
  [ 31  31  31]
  ...
  [ 46  48  47]
  [ 45  47  46]
  [ 47  49  48]]

 [[ 30  30  30]
  [ 32  32  32]
  [ 31  31  31]
  ...
  [ 51  53  52]
  [ 52  54  53]
  [ 54  56  55]]

 [[ 30  30  30]
  [ 32  32  32]
  [ 30  30  30]
  ...
  [ 51  51  51]
  [ 48  50  49]
  [ 45  47  46]]

 ...

 [[119  37  59]
  [161 100 116]
  [255 235 242]
  ...
  [ 92 109 125]
  [130 148 158]
  [106 125 132]]

 [[112  24  46]
  [212 148 164]
  [232 209 217]
  ...
  [117 134 154]
  [129 147 161]
  [139 157 167]]

 [[106  17  37]
  [230 164 178]
  [232 209 217]
  ...
  [114 130 153]
  [117 134 150]
  [112 130 142]]]",70
"[[[ 85  85  85]
  [ 85  85  85]
  [ 85  85  85]
  ...
  [ 86  86  86]
  [ 85  87  84]
  [ 85  87  84]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  2   2   2]
  [  1   3   0]
  [  1   3   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  1   1   1]
  [  1   1   1]]

 ...

 [[ 39  30  21]
  [ 39  30  21]
  [ 39  28  22]
  ...
  [177 164 155]
  [207 194 186]
  [213 202 196]]

 [[ 22  15   5]
  [ 21  14   4]
  [ 26  17  10]
  ...
  [187 174 165]
  [214 201 193]
  [200 189 183]]

 [[ 22  15   5]
  [ 22  15   5]
  [ 24  15  10]
  ...
  [204 191 182]
  [205 192 184]
  [193 182 176]]]",75
"[[[244 239 233]
  [241 236 230]
  [246 239 233]
  ...
  [252 251 247]
  [253 252 248]
  [253 252 248]]

 [[242 237 231]
  [240 235 229]
  [244 237 231]
  ...
  [251 250 246]
  [251 250 246]
  [251 250 246]]

 [[242 237 231]
  [240 235 229]
  [244 237 231]
  ...
  [253 252 248]
  [253 252 248]
  [254 250 247]]

 ...

 [[255 255 253]
  [255 255 253]
  [255 255 255]
  ...
  [242 244 241]
  [245 245 243]
  [246 246 244]]

 [[255 255 255]
  [255 255 255]
  [254 255 255]
  ...
  [242 244 241]
  [246 248 245]
  [250 252 249]]

 [[255 255 255]
  [255 255 255]
  [254 255 255]
  ...
  [247 249 246]
  [249 251 248]
  [249 251 248]]]",35
"[[[23 23 35]
  [24 24 36]
  [24 24 36]
  ...
  [10  9 15]
  [10  7 14]
  [10  7 14]]

 [[25 25 37]
  [25 25 37]
  [25 25 37]
  ...
  [10  9 15]
  [11  8 15]
  [11  8 15]]

 [[26 26 38]
  [26 26 38]
  [26 26 38]
  ...
  [11 10 16]
  [11  8 15]
  [11  8 15]]

 ...

 [[15 13 16]
  [14 12 15]
  [20 20 22]
  ...
  [21 20 26]
  [14 13 21]
  [17 16 24]]

 [[14 14 16]
  [14 14 16]
  [21 20 25]
  ...
  [19 18 24]
  [15 14 22]
  [19 18 26]]

 [[11 11 13]
  [19 19 21]
  [18 17 22]
  ...
  [15 14 20]
  [16 15 23]
  [19 18 26]]]",120
"[[[34 10 10]
  [34 10 10]
  [35  9 10]
  ...
  [36 12 10]
  [37 13 11]
  [34 13 10]]

 [[34 10 10]
  [35 11 11]
  [36 10 11]
  ...
  [37 11 10]
  [36 12 10]
  [33 12  9]]

 [[35 11 11]
  [36 12 12]
  [37 11 10]
  ...
  [38 13  9]
  [36 12 10]
  [35 11  9]]

 ...

 [[49 41 38]
  [19 11  8]
  [10  5  2]
  ...
  [15  0  3]
  [20  8 10]
  [19  7  9]]

 [[33 27 29]
  [ 5  1  0]
  [11  7  4]
  ...
  [18  3  6]
  [18  6  8]
  [15  3  5]]

 [[52 47 51]
  [13  9 10]
  [ 7  6  4]
  ...
  [20  5  8]
  [16  1  4]
  [21  9 11]]]",33
"[[[ 20  18  19]
  [ 20  18  19]
  [ 23  18  22]
  ...
  [ 23  19  20]
  [ 23  19  20]
  [ 23  19  20]]

 [[ 21  19  20]
  [ 21  19  20]
  [ 23  18  22]
  ...
  [ 22  18  19]
  [ 23  19  20]
  [ 23  19  20]]

 [[ 24  20  21]
  [ 23  19  20]
  [ 22  17  21]
  ...
  [ 23  19  20]
  [ 23  19  20]
  [ 23  19  20]]

 ...

 [[ 76  66  17]
  [192 183 128]
  [127 118  53]
  ...
  [156 147  70]
  [144 131  52]
  [143 130  51]]

 [[174 164  93]
  [242 235 167]
  [173 173 113]
  ...
  [185 175  90]
  [170 155  74]
  [161 146  65]]

 [[244 233 151]
  [236 230 156]
  [242 246 187]
  ...
  [147 136  47]
  [217 202 119]
  [165 148  68]]]",46
"[[[ 91  83  70]
  [ 89  81  68]
  [ 85  78  62]
  ...
  [166 122  95]
  [159 109  82]
  [157 106  77]]

 [[ 34  26  13]
  [ 34  26  13]
  [ 33  26  10]
  ...
  [174 130 103]
  [164 114  87]
  [167 116  87]]

 [[ 31  25  11]
  [ 31  25  11]
  [ 31  25  11]
  ...
  [168 124  97]
  [146  99  71]
  [148  99  69]]

 ...

 [[200 192 181]
  [194 186 175]
  [190 181 172]
  ...
  [213 211 196]
  [216 217 201]
  [211 212 196]]

 [[208 202 188]
  [200 194 182]
  [194 185 176]
  ...
  [221 219 206]
  [215 216 202]
  [214 215 201]]

 [[207 201 187]
  [199 193 179]
  [196 187 178]
  ...
  [233 231 218]
  [215 216 202]
  [216 217 203]]]",77
"[[[ 73  57  44]
  [ 70  56  43]
  [ 72  58  45]
  ...
  [ 74 102  53]
  [ 74 102  53]
  [ 73 101  52]]

 [[ 74  58  45]
  [ 73  57  44]
  [ 73  59  46]
  ...
  [ 76 104  55]
  [ 75 103  54]
  [ 75 103  54]]

 [[ 75  59  46]
  [ 74  58  45]
  [ 75  61  48]
  ...
  [ 77 105  56]
  [ 77 105  56]
  [ 78 106  57]]

 ...

 [[ 26  23  18]
  [ 26  23  18]
  [ 29  25  22]
  ...
  [ 30  26  23]
  [ 30  27  22]
  [ 29  26  19]]

 [[ 25  22  17]
  [ 27  24  19]
  [ 30  26  23]
  ...
  [ 23  22  18]
  [ 28  27  23]
  [ 27  26  21]]

 [[ 26  23  18]
  [ 27  24  19]
  [ 29  25  22]
  ...
  [ 25  24  20]
  [ 24  23  19]
  [ 27  26  22]]]",120
"[[[177 167  80]
  [191 179  93]
  [204 184  98]
  ...
  [  7  11  10]
  [  7  11  10]
  [  9  13  12]]

 [[152 141  61]
  [163 150  71]
  [173 154  75]
  ...
  [  8  12  11]
  [  7  11  10]
  [  6  10   9]]

 [[ 94  83  17]
  [143 130  62]
  [159 142  72]
  ...
  [  7  12   8]
  [  6  12   8]
  [  6  12   8]]

 ...

 [[  2   7   3]
  [ 10  15  11]
  [  9  11   6]
  ...
  [ 22  24  21]
  [ 19  21  18]
  [ 16  18  15]]

 [[  7   9   6]
  [  8  10   7]
  [ 13  15  10]
  ...
  [ 18  20  17]
  [ 18  20  17]
  [ 20  22  19]]

 [[  9  11   8]
  [ 15  17  14]
  [ 12  14   9]
  ...
  [ 17  19  16]
  [ 18  20  17]
  [ 18  20  17]]]",59
"[[[ 11   9  12]
  [ 10   8  11]
  [  9   7   8]
  ...
  [ 11  11  11]
  [ 11  10   8]
  [ 10   9   7]]

 [[ 10   8  11]
  [  9   7  10]
  [  8   6   7]
  ...
  [ 12  12  12]
  [ 12  11   9]
  [ 11  10   8]]

 [[ 10   8   9]
  [  9   7   8]
  [  7   5   6]
  ...
  [ 12  12  12]
  [ 13  11  12]
  [ 12  10  11]]

 ...

 [[176  13  18]
  [175  15  17]
  [191  31  33]
  ...
  [176  32  32]
  [173  47  50]
  [174  58  61]]

 [[187  27  29]
  [180  20  22]
  [171   8  11]
  ...
  [194  33  38]
  [178  29  35]
  [190  46  55]]

 [[190  32  33]
  [186  26  28]
  [181  16  20]
  ...
  [201  32  37]
  [195  33  44]
  [189  32  43]]]",34
"[[[ 93 110 104]
  [ 85 102  96]
  [ 87 104  98]
  ...
  [196  81  86]
  [187  84  85]
  [136  42  40]]

 [[ 51  68  62]
  [ 55  72  66]
  [ 60  77  71]
  ...
  [201 105 107]
  [183  99  97]
  [127  48  44]]

 [[ 49  68  62]
  [ 47  66  60]
  [ 56  75  69]
  ...
  [150  94  93]
  [159 108 105]
  [103  54  50]]

 ...

 [[ 20  39  37]
  [ 50  69  67]
  [ 34  51  45]
  ...
  [ 47  64  58]
  [ 44  63  59]
  [ 95 114 112]]

 [[ 19  39  38]
  [ 39  59  57]
  [ 22  39  33]
  ...
  [ 79  95  92]
  [ 85 101 101]
  [ 78  94  94]]

 [[ 42  64  62]
  [ 31  51  49]
  [ 28  45  39]
  ...
  [ 60  76  75]
  [125 139 140]
  [ 87 101 104]]]",86
"[[[ 20  15  12]
  [ 21  16  13]
  [ 25  20  17]
  ...
  [  8   8   8]
  [  7   7   7]
  [  6   6   6]]

 [[ 23  18  15]
  [ 23  18  15]
  [ 27  22  19]
  ...
  [  8   8   8]
  [  8   8   8]
  [  7   7   7]]

 [[ 24  19  16]
  [ 23  18  15]
  [ 28  23  20]
  ...
  [  8   8   8]
  [  8   8   8]
  [  9   9   9]]

 ...

 [[ 35  38  43]
  [ 33  36  41]
  [ 26  29  34]
  ...
  [123 104  97]
  [130 108  95]
  [138 116 102]]

 [[ 31  30  35]
  [ 29  28  33]
  [ 29  30  34]
  ...
  [131 108  94]
  [141 114  95]
  [147 121  98]]

 [[ 37  35  40]
  [ 32  30  35]
  [ 32  31  36]
  ...
  [142 115  96]
  [147 119  97]
  [156 126 100]]]",49
